origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,h3_sequence,cluster,cluster_id
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,37049908,156460679,37052277#1,37052277#2,37052277#3,37052277#4,1237352048,37050033#0,37050033#1,37055902#0,37055902#1,37055902#2,156460671,1119245064,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",3.0258459323254137,3196.035557250431,64.29085714285713,22.919295822699336,50.00399999999999,1.0,0.0,0.0,0.0,0.2718778493330663,0.0,0.0971431101398448,0.630979040527089,0.0,15.018606376611997,1.2515505313843331,0.0,88.1044245758029,1.8773257970765,0.6257752656921666,2.40263324151768,87.31462623883516,10.951067149612914,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a7558240517fff,8a755824051ffff,8a7558240437fff,8a7558240427fff,8a7558240407fff,8a7558240457fff,8a7558240467fff,8a755824055ffff,8a7558240557fff,8a755824050ffff,8a7558240cdffff,8a7558240567fff,8a755824018ffff,8a7558240037fff,8a755824011ffff,8a7558240107fff,8a755824014ffff,8a7558240047fff,8a755824005ffff,8a75582403b7fff,8a75582403a7fff",0,0
-1119245057#1,-153730010#2,"1119245057#1,-476687231#3,-37051872#1,-37051872#0,36293459#10,37049908,-1024000539#2,-1024000539#1,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,-394456379,-36950439#1,-36950439#0,37088258#0,37088258#1,394456378,37088256,48956586#0,48956586#1,-157555050#5,-157555050#4,-157555050#3,-157555050#2,-157555050#1,-157555050#0,-36950657#1,-36950657#0,-269702562,-1339510609#0,-328471845#1,-328471845#0,-319058611,-36950506#3,-36950506#2,-36950506#1,-36950506#0,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",3.949616951265386,3313.9204015120145,58.48278260869564,25.732725393434585,90.0,0.9156891329930968,0.0,0.0,0.0,0.2827148932589566,0.0,0.0936874748129684,0.5650457247045065,0.0,19.915988317005667,1.5087869937125504,0.30175739874251,76.39125094839585,2.715816588682591,0.6035147974850201,2.6027078406300928,68.45835879977245,13.880840342155464,"8a7558240537fff,8a755824626ffff,8a7558246247fff,8a755824625ffff,8a7558240517fff,8a755824051ffff,8a755824050ffff,8a7558240cdffff,8a7558240567fff,8a755824018ffff,8a75582400a7fff,8a75582400b7fff,8a7558240097fff,8a7558240087fff,8a7558240017fff,8a75582400affff,8a75582400c7fff,8a75582400e7fff,8a755824000ffff,8a7558240077fff,8a755824015ffff,8a755824014ffff,8a7558240047fff,8a755824005ffff,8a75582403b7fff,8a75582403a7fff",1,1
-1119245057#1,-153730010#2,"1119245057#1,-476687231#3,-476687231#2,-476687231#1,-476687231#0,-1119245056,-37054066,36293459#3,36293459#4,36293459#5,36293459#6,36293459#7,36293459#8,-37052381#2,-37052381#1,-37052381#0,-1024000539#3,-37049908,1119245060#0,1119245060#1,1119245060#2,-156460680#1,-1024000539#0,319058602#1,-270968314,-859784039#1,-859784039#0,-36950518#1,-36950518#0,36950439#0,36950439#1,394456379,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.8127669786417084,3458.384343833226,77.27890909090908,25.186324770267763,50.00399999999999,1.0,0.0,0.0,0.0,0.486667864748977,0.0,0.0897739531762727,0.4235581820747502,0.0,13.879313352083203,1.1566094460069336,0.0,76.03396892759329,1.7349141690104004,0.0,2.71616784866052,75.71470981036059,12.72270390607627,"8a7558240537fff,8a755824626ffff,8a7558246247fff,8a7558246257fff,8a75582462effff,8a75582462e7fff,8a75582462cffff,8a75582405b7fff,8a75582405a7fff,8a7558240517fff,8a75582405affff,8a7558240437fff,8a755824051ffff,8a7558240507fff,8a755824050ffff,8a7558240cdffff,8a7558240567fff,8a755824056ffff,8a75582400b7fff,8a75582400a7fff,8a755824018ffff,8a7558240037fff,8a755824011ffff,8a7558240107fff,8a755824014ffff,8a7558240047fff,8a755824005ffff,8a75582403b7fff,8a75582403a7fff",2,2
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,-394456379,-36950439#1,-36950439#0,37088258#0,37088258#1,394456378,157555049,1119245067,37055902#0,-37051625#2,-37051625#1,37052277#4,1237352048,37050033#0,-48956015,406210869#0,406210869#1,319058612#0,319058612#1,36288941#0,36288941#1,36288941#2,36936373#0,36936373#1,36936373#2,36936373#3,36936373#4,201772610,157574535,37088447#0,37088447#1,37088447#2,1088466838#0,1088466838#1,319058586,319058587#0,319058587#1,319058587#2,508751758#0,508751758#1,508751758#2,508751757#0,508751757#1,508751757#2,36936541,697740912,319058636,319058644,698026761,37088673#0,-153730010#2",3.102672481071002,3713.0015556374497,70.9992,18.56562280111336,50.00399999999999,1.0,0.0,0.0,0.0,0.1161708792843268,0.3523102040824011,0.0,0.5315189166332721,0.5386477678587019,16.69808080361976,1.077295535717404,0.5386477678587019,76.10477778843907,2.154591071434808,0.2693238839293509,2.791264616297376,61.24749019326938,16.159433035761058,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a755824050ffff,8a7558240cdffff,8a7558240567fff,8a755824018ffff,8a75582400a7fff,8a75582400b7fff,8a7558240097fff,8a7558240467fff,8a755824055ffff,8a755824042ffff,8a7558240407fff,8a7558240457fff,8a7558240447fff,8a75582404effff,8a755824045ffff,8a75582407b7fff,8a7558240787fff,8a755824078ffff,8a7558240617fff,8a755824061ffff,8a7558240627fff,8a7558240757fff,8a7558240777fff,8a7558240767fff,8a7558240747fff,8a75582403b7fff,8a75582403a7fff",3,3
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,-36293459#10,37051872#0,37051872#1,476687231#3,1119245057#2,1119245057#3,1119245058,36294081#0,36294081#1,36294081#2,36294081#3,36294081#4,243957899#0,243957899#1,-617837421#0,35573922,36295293#8,36294993,406210870,36295293#0,37066008,-37055563#2,-37055563#1,37055477,-36294383#1,-36294383#0,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",4.723189214169798,5217.527284403133,70.89359999999999,24.10570860190589,50.00399999999999,1.0,0.0,0.0,0.0,0.3060852156554146,0.0,0.1890767121077309,0.5048380722368545,0.0,12.266346970779928,0.958308357092182,0.0,97.6982986296352,1.533293371347491,0.1916616714184363,3.922298193333327,132.6751011551535,8.624775213829636,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a7558240517fff,8a755824625ffff,8a7558246247fff,8a7558246267fff,8a755824635ffff,8a7558246357fff,8a7558246327fff,8a7558246a87fff,8a7558246baffff,8a7558246a47fff,8a7558246a5ffff,8a7558240da7fff,8a7558246a4ffff,8a7558240c17fff,8a7558240cdffff,8a7558240567fff,8a755824018ffff,8a7558240037fff,8a755824011ffff,8a7558240107fff,8a755824014ffff,8a7558240047fff,8a755824005ffff,8a75582403b7fff,8a75582403a7fff",4,4
-1119245057#1,-37054066,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,319058602#1,-270968314,-859784039#1,-859784039#0,-36950518#1,37051441#0,37051441#1,37051441#2,-37051625#2,-37051625#1,-37052277#3,-37052277#2,-37052277#1,-37052277#0,-37049908,-36293459#10,37051872#0,37051872#1,-476687231#2,-476687231#1,-476687231#0,-1119245056,-37054066",1.4306815454763615,1934.8407854297616,66.07671428571427,23.78164565974596,50.00399999999999,1.0,0.0,0.0,0.0,0.2802213295591493,0.0,0.0,0.7197786704408505,0.0,16.53882853874834,1.0336767836717713,0.0,112.40063543259636,2.0673535673435426,0.0,5.362135610361874,48.6181473215642,14.4714749714048,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a755824052ffff,8a7558240cdffff,8a7558240567fff,8a755824056ffff,8a755824054ffff,8a755824055ffff,8a755824042ffff,8a7558240407fff,8a7558240427fff,8a7558240437fff,8a755824051ffff,8a7558240517fff,8a755824625ffff,8a7558246247fff,8a7558246257fff,8a75582462effff,8a75582462e7fff,8a75582462cffff",0,0
-1119245057#1,-37054066,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,1024000539#0,-156460680#0,-156460671,-37055902#2,-37055902#1,-37051625#2,-37051625#1,-37052277#3,-37052277#2,-37052277#1,-37052277#0,-37049908,-36293459#10,-36293459#9,-36293459#8,-36293459#7,-36293459#6,-36293459#5,-36293459#4,-36293459#3,37054066",1.3231641468682505,1815.1238404627948,71.15953846153846,25.193589008683563,50.00399999999999,1.0,0.0,0.0,0.0,0.3197224710475793,0.0,0.0,0.6802775289524207,0.0,17.629651094132008,1.1018531933832505,0.0,111.1325778030078,2.203706386766501,0.0,6.2481342626117575,54.24847497707102,14.324091513982257,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a755824052ffff,8a7558240cdffff,8a755824050ffff,8a7558240557fff,8a755824055ffff,8a755824042ffff,8a7558240407fff,8a7558240427fff,8a7558240437fff,8a755824051ffff,8a7558240517fff,8a75582405a7fff,8a75582405b7fff,8a75582462cffff,8a75582462e7fff",1,1
-1119245057#1,-37054066,"1119245057#1,-476687231#3,-37051872#1,-37051872#0,-36293459#9,-36293459#8,-36293459#7,-36293459#6,-36293459#5,-36293459#4,-36293459#3,37054066",0.5070074394048476,850.5647651140832,79.17300000000002,25.748492241824035,50.00399999999999,1.0,0.0,0.0,0.0,0.3386636722687242,0.0,0.0,0.6613363277312758,0.0,18.81103080710612,1.1756894254441326,0.0,105.26455422356142,2.351378850888265,0.0,2.680890823559102,57.58007996537003,14.108273105329593,"8a7558240537fff,8a755824626ffff,8a7558246247fff,8a755824625ffff,8a7558240517fff,8a75582405a7fff,8a75582405b7fff,8a75582462cffff,8a75582462e7fff",2,2
-1119245057#1,-37054066,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,1024000539#0,1024000539#1,1024000539#2,-37049908,-36293459#10,-36293459#9,-36293459#8,-36293459#7,-36293459#6,36293752#0,36293752#1,36293752#2,36293752#3,36293752#4,36293752#5,36293752#6,36293752#7,-476687231#0,-1119245056,-37054066",1.1746460283177345,1602.4350360680407,66.00528,23.80666580939044,50.00399999999999,1.0,0.0,0.0,0.0,0.2749358309236183,0.0,0.0,0.7250641690763818,0.0,19.969608302199685,1.2481005188874803,0.0,118.68767470812216,2.4962010377749606,0.0,4.440920428645718,56.40231683356115,15.601256486093504,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a755824052ffff,8a7558240cdffff,8a755824050ffff,8a755824051ffff,8a7558240517fff,8a75582405a7fff,8a75582405b7fff,8a755824625ffff,8a7558246257fff,8a75582462effff,8a75582462e7fff,8a75582462cffff",3,3
-1119245057#1,-37054066,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,319058602#1,36294383#0,36294383#1,36294383#2,36294383#3,36294383#4,36294383#5,36294383#6,36294383#7,36294383#8,36294383#9,36294383#10,406210870,36295293#0,37066008,-37055563#2,-37055563#1,332885734#0,332885734#1,332885734#2,37055217#1,-319058589#3,-319058589#2,-319058589#1,-319058589#0,394456356#0,394456356#1,-859784039#1,-859784039#0,-36950518#1,37051441#0,37051441#1,37051441#2,37055902#1,37055902#2,156460671,1119245064,1024000539#1,1024000539#2,-37049908,-36293459#10,-36293459#9,-36293459#8,-36293459#7,-36293459#6,-36293459#5,-36293459#4,-36293459#3,37054066",4.15583753299736,5421.959655535982,79.63599999999998,24.800261568918827,50.00399999999999,1.0,0.0,0.0,0.0,0.5144247887657564,0.0,0.0,0.4855752112342437,0.0,11.803850280341738,0.7377406425213586,0.0,111.60301006466548,1.4754812850427172,0.0,18.663812980174125,115.77184260627192,9.959498674038342,"8a755824626ffff,8a7558240537fff,8a7558240507fff,8a755824052ffff,8a7558240cdffff,8a7558240567fff,8a7558240cd7fff,8a7558240527fff,8a7558240c97fff,8a755824634ffff,8a7558240d87fff,8a7558240da7fff,8a7558246a4ffff,8a7558240c17fff,8a75582401b7fff,8a7558240137fff,8a7558240107fff,8a755824011ffff,8a7558240037fff,8a755824018ffff,8a755824056ffff,8a755824054ffff,8a755824055ffff,8a7558240557fff,8a755824050ffff,8a755824051ffff,8a7558240517fff,8a75582405a7fff,8a75582405b7fff,8a75582462cffff,8a75582462e7fff",4,4
