origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,h3_sequence
57680159,41273128#1,"-57680159,39353757#18,174375411#0,174375411#1,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,870315479#0,870315479#1,41231514#0,41231514#1,41231514#2,41231514#3,41231514#4,41231514#5,41231711#0,41231709#0,41231709#1,-41231711#3,-41231711#2,41231712,79119289#1,79119289#2,1020078536,-79116557#3,-79116557#2,23881170,1020078542,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",7.264510205196656,5176.08877782037,39.482237288135586,14.554790206070427,39.99600000000001,0.29078190492953016,0.0,0.0,0.0,0.25083312269343805,0.14985057289658957,0.0,0.5993163044099722,0.0,3.0911370895646684,0.19319606809779177,0.0,122.73430632656321,0.5795882042933753,0.19319606809779177,2.1465084427222676,85.39243324351183,11.398568017769716,"8a75582404e7fff,8a75582404f7fff,8a75582404affff,8a755824296ffff,8a755824291ffff,8a75582429affff,8a75582429a7fff,8a755824665ffff,8a755824664ffff,8a7558242937fff,8a7558242927fff,8a75582462d7fff,8a75582462c7fff,8a75582462e7fff,8a7558246277fff,8a755824634ffff,8a7558240cb7fff,8a7558240c17fff,8a7558240c37fff,8a7558240c27fff,8a7558240d1ffff,8a7558240daffff,8a7558240da7fff,8a7558246a5ffff,8a7558246a4ffff,8a7558240d07fff,8a7558240d17fff,8a7558240d37fff,8a755824469ffff,8a7558240d27fff,8a7558244687fff,8a75582446b7fff,8a7558244787fff,8a7558244797fff,8a75582447a7fff,8a75582447b7fff,8a7558244467fff"
-979838980#5,-174375407#2,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,563271328,174375401,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2",1.169378434674761,1058.1417439017262,47.776,11.660920435873182,39.99600000000001,0.6473576279443382,0.0,0.0,0.029766708050361343,0.6175909198939769,0.35264237205566173,0.0,0.0,1.89010594424271,2.835158916364065,1.89010594424271,0.0,71.00316994491452,2.835158916364065,0.945052972121355,2.378125069696103,56.19551777704684,17.01095349818439,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff"
-979838980#5,-174375407#2,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2",1.1447444053971034,1000.4086855367914,47.330400000000026,12.799943553446969,39.99600000000001,0.6270068223763973,0.0,0.0,0.0,0.587440765407831,0.41255923459216887,0.0,0.0,0.0,0.9995914814188444,0.9995914814188444,0.0,62.22906011973602,0.9995914814188444,0.9995914814188444,2.248372667204522,58.68754442352096,14.993872221282665,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff"
-979838980#5,-174375407#2,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375408#0,174375408#1,-174375409,57680120#0,57680120#1,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2",1.1409047125725291,1011.9539705184577,47.776,11.660920435873182,39.99600000000001,0.6312622654670308,0.0,0.0,0.0,0.5286474756163972,0.4078523861840892,0.0,0.06350013819951347,0.0,16.79918306095517,1.9763744777594314,0.0,95.74541188325323,1.9763744777594314,0.9881872388797157,2.274320166024904,58.169371542342134,17.787370299834883,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a7558246647fff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff"
-979838980#5,-174375407#2,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375408#0,174375408#1,-174375409,57680120#0,57680120#1,1238123694,563272697,563271328,174375401,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2",1.1655387418501872,1069.6870288833927,48.094285714285725,10.780479215428494,39.99600000000001,0.6511637474653381,0.0,0.0,0.029445431716136526,0.5616454016683919,0.3488362525346618,0.0,0.06007291408080951,1.8697057606538683,17.76220472621175,2.8045586409808023,0.0,94.92804321653244,3.7394115213077366,0.9348528803269341,2.4040725685164848,55.17025995575705,19.631910486865618,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a7558246647fff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff"
-979838980#5,57680181#1,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,563271328,174375401,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,-174907149,-39353757#19,-39353757#18,57680181#0,57680181#1",3.2949486627659974,2382.309999507006,42.302769230769236,12.749982011933016,39.99600000000001,0.2875344222636263,0.0,0.0,0.013221367652883526,0.2743130546107428,0.4984854249970079,0.0,0.21398015273936571,0.8395213051256464,4.197606525628232,1.2592819576884697,0.0,86.37802692669943,1.6790426102512928,0.8395213051256464,7.245999457759916,111.21316861868632,10.913776966633403,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff,8a755824296ffff,8a75582404f7fff,8a75582404e7fff,8a7558240417fff,8a7558240597fff"
-979838980#5,57680181#1,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,-174907149,-39353757#19,-39353757#18,57680181#0,57680181#1",3.27031463348834,2324.5769411420706,41.29826086956523,13.250928465642742,39.99600000000001,0.2698396684120922,0.0,0.0,0.0,0.25281195625370256,0.5278934923185538,0.0,0.21929455142774393,0.0,3.4414864306748134,0.8603716076687034,0.0,85.67330131254548,0.8603716076687034,0.8603716076687034,7.070399426826194,115.1291989300839,9.89427348819009,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff,8a755824296ffff,8a75582404f7fff,8a75582404e7fff,8a7558240417fff,8a7558240597fff"
-979838980#5,57680181#1,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,563271328,174375401,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,57680093,39353757#0,39353757#1,39353757#2,1123308755,-39389916#1,-39389916#0,39353757#17,57680181#0,57680181#1",3.54686943107332,2560.344066882653,40.31651612903227,12.516678866938491,39.99600000000001,0.26754065526635407,0.0,0.0,0.01230201705076793,0.2552386382155861,0.3004983209069116,0.0,0.4319610238267342,0.7811450132306241,3.9057250661531207,1.1717175198459362,0.0,98.51470903745678,1.5622900264612483,0.7811450132306241,7.787505288627305,93.05315210875557,12.107747705074674,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff,8a755824296ffff,8a7558240597fff,8a7558240417fff,8a755824040ffff,8a75582404e7fff"
-979838980#5,57680181#1,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375408#0,174375408#1,-174375409,57680120#0,57680120#1,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,57680093,39353757#0,39353757#1,39353757#2,1123308755,-39389916#1,-39389916#0,39353757#17,57680181#0,57680181#1",3.518395708971088,2514.156293499384,40.31651612903227,12.516678866938491,39.99600000000001,0.25408458401315176,0.0,0.0,0.0,0.2127818836632337,0.3217625420415042,0.0,0.46545557429526224,0.0,9.545945915158308,1.1932432393947885,0.0,106.76353744391672,1.1932432393947885,0.795495492929859,7.647021228635295,94.13696540681984,12.330180140412816,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a7558246647fff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff,8a755824296ffff,8a7558240597fff,8a7558240417fff,8a755824040ffff,8a75582404e7fff"
-979838980#5,57680181#1,"979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375408#0,174375408#1,-174375409,57680120#0,57680120#1,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,-174907149,-39353757#19,-39353757#18,57680181#0,57680181#1",3.266474940663766,2336.122226123737,42.302769230769236,12.749982011933016,39.99600000000001,0.27344817357343304,0.0,0.0,0.0,0.22899782638609134,0.5252846045041102,0.0,0.24571756910979858,0.0,10.273435067574583,1.284179383446823,0.0,99.63015845138301,1.284179383446823,0.8561195889645485,7.105515397767907,112.44857085879383,11.129554656539131,"8a75582462e7fff,8a75582462c7fff,8a75582462d7fff,8a7558242927fff,8a7558242937fff,8a755824664ffff,8a7558246647fff,8a755824665ffff,8a75582429a7fff,8a75582429affff,8a755824291ffff,8a755824296ffff,8a75582404f7fff,8a75582404e7fff,8a7558240417fff,8a7558240597fff"
