origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km
-1113710350,-49795828#1,"-1113710350,-49747166#5,49747166#5,1113710351,49929647#0,-49929647#0,-1113710350,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",1.9273338132949365,1926.540334373112,51.92723076923076,9.806591221449754,50.00399999999999,1.0,0.0,0.0,0.3534173194900169,0.22276929074765103,0.0,0.0,0.4238133897623321,1.0381303543539833,17.648216024017714,1.0381303543539833,0.0,112.8268746112267,1.0381303543539833,0.5190651771769916,1.9168728535259398,89.95078650244682,13.49569460660178
-1113710350,-49795828#1,"-1113710350,1113710351,-1113710350,1113710351,-1113710350,-49747166#5,49747166#5,1113710351,-1113710350,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,-49795817#5,-49795817#4,-49795817#3,-49795817#2,-49795817#1,-49795817#0,49795825,49795817#1,49795817#2,49795817#3,49795817#4,49795817#5,-49795828#0,49795828#0,-49795828#0,49795828#0,-49795828#0,49795828#0,-49795828#0,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",4.543031352209711,3814.932068623371,46.04175,11.809219878930877,70.02,0.7360469240526435,0.0,0.0,0.1784757129657727,0.11249847078926081,0.0,0.0,0.7090258162449665,0.5242557309078654,8.912347425433712,0.5242557309078654,0.0,106.67994530432237,0.5242557309078654,0.2621278654539327,3.7957885386133023,72.31522067688526,12.582137541788768
-1113710350,-49795828#1,"-1113710350,1113710351,49929647#0,-49929647#0,49929647#0,-49929647#0,-1113710350,-49747166#5,49929642#0,49929642#1,49929642#2,-49929642#2,-49929642#1,-49929642#0,-49747166#4,49747166#4,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",2.3976241900647945,2364.936249554676,51.474705882352936,8.57561525146601,50.00399999999999,1.0,0.0,0.0,0.28790320288411847,0.12114168906222528,0.0,0.17668425782496386,0.4142708502286923,0.8456887581543077,13.531020130468923,0.8456887581543077,0.0,113.92558637857219,1.6913775163086153,0.8456887581543077,2.3530688749197233,81.88970205365585,14.37670888862323
-1113710350,-49795828#1,"-1113710350,-49747166#5,49747166#5,49747166#6,49929680#0,49929680#1,-49929680#1,-49929680#0,-49747166#6,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",3.358293612621434,2589.768995605772,48.93042857142856,12.278691996416278,70.02,0.6756725724207309,0.0,0.0,0.26290866946775054,0.2831597649707162,0.0,0.0,0.4539315655615331,0.772269651615078,13.128584077456326,0.772269651615078,0.0,120.4446779532528,0.772269651615078,0.772269651615078,2.576773398411714,119.83518040833883,10.811775122611092
-1113710350,-49795828#1,"-1113710350,1113710351,49929643#0,49929643#1,49929643#2,-49929643#2,-49929643#1,-49929643#0,-1113710350,49747166#6,-49747166#6,-49747166#5,49747166#5,49747166#6,-49747166#6,1113710351,49929643#0,49929643#1,-49929643#1,-49929643#0,-1113710350,49747166#6,-49747166#6,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",5.331041516678667,4942.744563787851,51.19457142857144,7.715784711504443,50.00399999999999,1.0,0.0,0.0,0.13775195381364444,0.27142958234813547,0.0,0.0,0.5908184638382202,0.4046334934345279,6.878769388386974,0.4046334934345279,0.0,116.65906581179372,1.0115837335863198,0.4046334934345279,4.9179416112878025,90.0831865730935,8.497303362125086
-1113710350,-49795828#1,"-1113710350,-49747166#5,49747166#5,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,49795828#1,49795828#2,49795818#0,-49795818#0,49795818#0,911964355,-911964355,911964355,-911964355,911964355,-49795818#1,-49795818#0,-49795828#2,-49795828#1",2.8039716822654186,2746.120494378726,51.566625,8.83954187161303,50.00399999999999,1.0,0.0,0.0,0.24793985633816287,0.15628375548835327,0.0,0.31545407093386296,0.2803223172396208,0.7283001616622339,7.283001616622339,0.7283001616622339,0.0,121.35140096158815,1.0924502424933509,0.36415008083111694,2.7323403171305443,86.76871545761841,11.652802586595742
-1113710350,-49795828#1,"-1113710350,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,-49795828#0,49795828#0,49795828#1,49795828#2,49795818#0,-49795818#0,49795818#0,49795818#1,-49795818#1,-49795818#0,49795818#0,-49795818#0,49795818#0,49795818#1,-911964355,-49795818#0,-49795828#2,-49795828#1",2.4692104631629466,2513.9655882877296,51.474705882352936,8.57561525146601,50.00399999999999,1.0,0.0,0.0,0.27083613396923656,0.10552515877517933,0.0,0.06891700453359859,0.5547217027219853,0.795555837883289,7.955558378832889,0.795555837883289,0.0,128.64660065655664,1.1933337568249334,0.3977779189416445,2.5013503765833094,77.92746199091017,13.524449244015912
-1113710350,-49795828#1,"-1113710350,-49747166#5,-49747166#4,-49747166#3,-49747166#2,49747166#0,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",1.3903767698584113,1431.2225934350245,52.276909090909086,10.66088862064594,50.00399999999999,1.0,0.0,0.0,0.4757280411773047,0.2897558326881075,0.0,0.0,0.23451612613458786,1.3974066711732618,12.576660040559355,0.6987033355866309,0.0,118.55309119631347,1.3974066711732618,0.6987033355866309,1.424040643094714,94.0851760918022,15.371473382905878
-1113710350,-49795828#1,"-1113710350,-49747166#5,-49747166#4,49929670#0,-49929670#0,49929670#0,-49929670#0,-49747166#3,49747166#3,-49747166#3,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,-49795828#0,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",1.8034557235421165,1861.9514013413507,51.78985714285712,9.449867754176699,50.00399999999999,1.0,0.0,0.0,0.3656769561080086,0.24777672329184663,0.0,0.0,0.3865463206001447,1.0741418914366931,18.260412154423786,1.0741418914366931,0.0,118.69252640962644,2.1482837828733863,0.5370709457183466,1.8526080311613071,83.51609344722715,15.037986480113705
-1113710350,-49795828#1,"-1113710350,-49747166#5,-49747166#4,49929670#0,49929667#0,49929677,-49929668#0,-49747166#2,49747164#10,49747164#11,49747164#14,953901971,953901977#0,953901977#1,953901975,953901966,49747276,560475249,49795828#0,-49795828#0,49795828#0,49795828#1,49795828#2,-49795828#2,-49795828#1",1.7018364581253669,1627.6988369256546,50.402879999999996,11.721957488406105,70.02,0.8925968180330546,0.0,0.0,0.4183038688837284,0.10275599786536439,0.0,0.0,0.4789401332509073,1.2287285305047806,20.888385018581268,1.2287285305047806,0.0,118.33829213861483,2.457457061009561,0.6143642652523903,1.6195309584493063,88.61754655890168,15.359106631309757
