origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,h3_sequence
-42762428#0,-100468681#2,"697042776#2,42762428#1,42762428#4,1197063689,1164653914,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,-100468681#6,-100468681#5,-100468681#4,-100468681#3,-100468681#2",1.2364392121139312,929.1297227238813,39.99600000000001,10.298147040637373,20.016000000000005,0.4508937393748024,0.0,0.0,0.22210207341530094,0.4883954711586489,0.0,0.0,0.2895024554260503,0.0,18.296691607456044,1.076275976909179,0.0,159.68273303346146,1.076275976909179,1.076275976909179,1.221815332907627,37.2529446204464,19.372967584365224,"8a755824206ffff,8a7558242a97fff,8a7558242a87fff,8a7558242aa7fff,8a7558242ab7fff,8a7558242b9ffff,8a7558242147fff,8a7558242167fff,8a7558242177fff,8a75582428dffff,8a75582428d7fff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,623959719,-282689984#1,-282689984#0,-134065887,100475363,282479151#1,100475362,-659278038#3,-659278038#2,-659278038#1,-659278038#0,-100525438#2,-100525438#1,-101601553#1,-101601553#0,-101600741#3,-101600741#2,-101600741#1,-101600741#0,-100468675#3,-100468675#2,-100468675#1,-100468675#0,100468664,100468672#2,100468667,100468681#0,100468681#1,100468681#2",3.663897121123467,2549.1600735003512,40.96219354838709,18.3290140804488,70.02,0.3550029906410317,0.0,0.0,0.026338239581644867,0.2593083921212148,0.0,0.0,0.7143533682971404,0.784572150172477,6.6688632764660545,0.3922860750862385,0.3922860750862385,121.74031115919684,0.784572150172477,0.0,3.7406472079233115,91.852566128915,12.160868327673393,"8a7558242a97fff,8a755824206ffff,8a7558242067fff,8a7558242077fff,8a755824200ffff,8a7558242007fff,8a7558242037fff,8a75582421affff,8a755824211ffff,8a755824212ffff,8a7558242127fff,8a7558242137fff,8a75582421a7fff,8a75582421b7fff,8a7558242ce7fff,8a7558242c1ffff,8a7558242c0ffff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,687927789#0,-71324342,71223791#0,416376586,71324343#0,71324343#1,71324343#2,101416509,101416508#1,101416508#2,679068326#1,679068326#2,679068326#3,101411570,282689981#1,352797377,-282689986,-224715833,-224715836,-101749453,-1006827381,101417074,71324343#8,71324343#9,71324343#11,659283000#7,101594822,-101594843,101594812#1,101594812#2,-101594836#1,-101594836#0,-372606529#1,-372606529#0,-120512823#1,-120512823#0,-101609498#5,-101609498#4,-101609498#3,101608828,-101607966#0,101607969#1,-100468681#3,-100468681#2",5.754725057769687,3961.016749501962,37.385217391304344,9.768223306922968,20.016000000000005,0.37653513572182284,0.0,0.0,0.01968848652304177,0.026913003345684642,0.0,0.0,0.9533985101312736,0.0,8.836115122310636,0.5049208641320363,0.5049208641320363,116.0416773398492,1.0098417282640726,0.5049208641320363,5.458741740911197,84.20364353413034,11.613179875036835,"8a7558242a97fff,8a755824206ffff,8a7558242a9ffff,8a7558242327fff,8a7558242aaffff,8a7558242a1ffff,8a7558242a07fff,8a7558242a27fff,8a7558242a2ffff,8a7558242a0ffff,8a7558242af7fff,8a7558242ac7fff,8a7558242acffff,8a7558240697fff,8a7558242a6ffff,8a7558242a67fff,8a7558242a77fff,8a7558242b5ffff,8a7558242b0ffff,8a7558242b07fff,8a7558242b17fff,8a755824284ffff,8a755824285ffff,8a7558242847fff,8a755824295ffff,8a755824282ffff,8a755824280ffff,8a755824281ffff,8a75582428f7fff,8a75582428d7fff,8a755824288ffff"
-42762428#0,-100468681#2,"697042776#2,42762428#1,1164653913,416376587,1164659921,416376585#0,416376585#1,-1164659923,-659283000#0,101611060,-372606529#7,-372606529#6,-372606529#5,-372606529#4,-372606529#3,-372606529#2,101594836#0,101594809#0,336863934,101594812#2,101594812#3,101594812#0,101594843,101594815#0,659283000#6,659283000#7,659283000#8,659283000#9,659283000#11,1047412915,1047412911,297823020#0,297823020#1,297823022#2,-297823021,297823023#1,297823019#3,297823019#4,297823017,-372606529#0,-101607965,101607964#1,101607969#0,101607969#1,100468681#4,100468681#5,100468681#6,100525438#0,-101601553#1,-101601553#0,101600741#4,-100468681#2",4.944412567042656,3300.4073558701857,35.76184615384616,9.156658640905174,20.016000000000005,0.19258836401680274,0.0,0.0,0.13412781845255536,0.058679325723760625,0.0,0.0,0.8071928558236839,0.6059858024624599,20.90651018495487,1.2119716049249198,0.30299290123122996,119.11089723331702,2.4239432098498397,0.30299290123122996,4.340070297634517,56.25820098317539,15.755630864023958,"8a755824206ffff,8a7558242a97fff,8a7558242a87fff,8a7558242aa7fff,8a7558242a17fff,8a7558242b8ffff,8a7558242b9ffff,8a7558242b87fff,8a7558242bb7fff,8a755824285ffff,8a755824284ffff,8a7558242b07fff,8a7558242b17fff,8a7558242b0ffff,8a7558242b2ffff,8a75582404dffff,8a75582404d7fff,8a755824048ffff,8a755824049ffff,8a7558240487fff,8a7558240497fff,8a7558242847fff,8a7558242877fff,8a75582428e7fff,8a75582428f7fff,8a75582428d7fff,8a75582428dffff,8a755824212ffff,8a7558242127fff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,687927789#0,-71324342,71223791#0,71223791#1,-679068326#3,416375814,71324343#1,101415864#0,101416507,101416508#2,-679068326#0,-1006827381,101417074,-71324343#7,-71324343#6,-71324343#5,-71324343#4,-463830227,416376585#0,416376585#1,-1164659923,-659283000#0,101611060,372606529#8,1164659929,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,100525438#0,-101601553#1,-101601553#0,101600741#4,-100468681#2",3.782466521525816,2652.8673971345747,37.36231578947368,9.7848522150595,20.016000000000005,0.36417441354122765,0.0,0.0,0.038577805418439866,0.09491971902323802,0.0,0.0,0.8665024755583222,0.0,19.224481425300908,1.1308518485471122,0.37695061618237075,118.54202778899865,1.8847530809118538,0.7539012323647415,3.655959797610488,56.04286985691755,14.324123414930089,"8a7558242a97fff,8a755824206ffff,8a7558242a9ffff,8a7558242327fff,8a7558242af7fff,8a7558242a0ffff,8a7558242a1ffff,8a7558242a07fff,8a7558242a2ffff,8a7558242b5ffff,8a7558242b0ffff,8a7558242a27fff,8a7558242a17fff,8a7558242b8ffff,8a7558242aa7fff,8a7558242b9ffff,8a7558242147fff,8a7558242167fff,8a7558242177fff,8a75582428dffff,8a755824212ffff,8a7558242127fff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,623959719,619185406,120511930,42762428#1,42762428#4,1197063689,282479127#0,101611060,-372606529#7,-372606529#6,-372606529#5,-372606529#4,-372606529#3,-372606529#2,-372606529#1,-372606529#0,-120512823#1,-120512823#0,-101609498#5,-101609498#4,-101608824,-101607967#0,101607962,101607963,-659279347,101607969#0,101607969#1,-100468681#3,-100468681#2",3.0941037033964056,2042.2306090967047,33.86206451612904,8.03861904365621,20.016000000000005,0.15567848276939555,0.0,0.0,0.1569697047120171,0.09430534173342407,0.0,0.0,0.7487249535545588,0.0,17.13812330698578,0.9793213318277589,0.48966066591387947,117.61874232158561,2.4483033295693972,0.48966066591387947,2.8144312875840214,45.03957151377065,15.179480643330262,"8a7558242a97fff,8a755824206ffff,8a7558242067fff,8a7558242a87fff,8a7558242aa7fff,8a7558242b9ffff,8a7558242b87fff,8a7558242bb7fff,8a755824285ffff,8a7558242847fff,8a755824295ffff,8a755824282ffff,8a755824280ffff,8a75582428e7fff,8a75582428f7fff,8a75582428d7fff,8a755824288ffff"
-42762428#0,-100468681#2,"697042776#2,42762428#1,42762428#4,71324344,416376587,1164659921,463830227,71324343#4,71324343#5,71324343#6,71324343#7,71324343#8,71324343#9,71324343#11,659283000#7,101594822,-101594843,101594812#1,-336863934,-101594809#0,-101594836#0,-372606529#1,-372606529#0,-101607965,101607964#1,101607969#0,101607969#1,-100468681#3,-100468681#2",2.7044543231259386,1777.331502920809,32.7488275862069,7.024238962686715,20.016000000000005,0.14592347187527552,0.0,0.0,0.11896242408075605,0.05997916362618426,0.0,0.0,0.8210584122930595,0.0,19.692443386325024,1.1252824792185727,0.5626412396092864,127.75766913896507,2.2505649584371454,0.5626412396092864,2.3372095723750177,56.23821038580014,16.316595948669306,"8a755824206ffff,8a7558242a97fff,8a7558242a87fff,8a7558242aa7fff,8a7558242a17fff,8a7558242a27fff,8a7558242b0ffff,8a7558242b07fff,8a7558242b17fff,8a755824284ffff,8a755824285ffff,8a7558242847fff,8a7558242877fff,8a75582428e7fff,8a75582428f7fff,8a75582428d7fff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,623959719,619185406,619184994,1164659927#1,1164659928,-372606529#8,-372606529#7,-372606529#6,-372606529#5,-372606529#4,-372606529#3,-372606529#2,-372606529#1,-372606529#0,-101607965,101607964#1,101607969#0,101607969#1,100468681#4,100468681#5,100468681#6,100525438#0,100525438#1,100525438#2,659278036#0,659278036#1,659278036#2,659278036#3,-100468675#3,-100468675#2,-100468675#1,-100468675#0,100468664,100468672#2,100468667,100468681#0,100468681#1,100468681#2",4.653231184482432,3132.016039794342,36.9918,16.523451876278525,70.02,0.2644201420880342,0.0,0.0,0.021436795947004265,0.2571942993503301,0.0,0.0,0.7213689047026658,0.6385663338209873,10.53634450804629,0.6385663338209873,0.31928316691049363,127.59243491366308,1.2771326676419745,0.0,4.595932274406117,81.87473626722678,12.771326676419744,"8a7558242a97fff,8a755824206ffff,8a7558242067fff,8a7558242ab7fff,8a7558242b9ffff,8a7558242b87fff,8a7558242bb7fff,8a755824285ffff,8a7558242847fff,8a7558242877fff,8a75582428e7fff,8a75582428f7fff,8a75582428d7fff,8a75582428dffff,8a755824212ffff,8a755824211ffff,8a75582421affff,8a75582421b7fff,8a7558242ce7fff,8a7558242c1ffff,8a7558242c0ffff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,42762429,-120511142#2,75421017,619185406,619184994,1164659927#1,1164659926,120512822,-133906979,-133906980,-282479126,-100468681#8,-100468681#7,100525438#0,100525438#1,100525438#2,659278036#0,-416412034,659278036#2,659278036#3,101600741#0,101600741#1,101600741#2,101600741#3,101600741#4,-100468681#2",3.7650285744247296,2299.434774927313,33.56228571428572,7.806660892194199,20.016000000000005,0.09435599420070112,0.0,0.0,0.10332869418160698,0.10950927188177474,0.0,0.0,0.7871620339366183,0.8697789655995882,14.351352932393205,0.8697789655995882,0.4348894827997941,125.86857293463666,1.3046684483993822,0.4348894827997941,3.1688885405437115,53.813163174257554,12.176905518394236,"8a7558242a97fff,8a755824206ffff,8a7558242047fff,8a7558242067fff,8a7558242ab7fff,8a7558242b9ffff,8a7558242147fff,8a7558242167fff,8a7558242177fff,8a75582428dffff,8a755824212ffff,8a755824211ffff,8a75582421affff,8a75582421b7fff,8a75582421a7fff,8a7558242137fff,8a7558242127fff,8a755824288ffff"
-42762428#0,-100468681#2,"-42762428#0,-697042776#1,687927789#0,-71324342,71223791#0,71223791#1,-679068326#3,-679068326#2,-101415864#1,101416507,101416508#2,-679068326#0,-1006827381,101417074,71324343#8,71324343#9,71324343#11,-659283000#6,-659283000#5,-659283000#3,-659283000#2,-659283000#1,-659283000#0,101611060,-372606529#7,-372606529#6,-372606529#5,-372606529#4,-372606529#3,-372606529#2,-372606529#1,-372606529#0,-101607965,101607964#1,101607969#0,101607969#1,-100468681#3,-100468681#2",3.504100617928957,2564.618665484786,37.36231578947368,9.7848522150595,20.016000000000005,0.3859624820089321,0.0,0.0,0.15050651133890702,0.04156674770652822,0.0,0.0,0.8079267409545647,0.0,13.647253087189085,0.779843033553662,0.779843033553662,119.97699960681115,1.559686067107324,0.389921516776831,3.534342782206617,54.56159901002714,14.817017637519578,"8a7558242a97fff,8a755824206ffff,8a7558242a9ffff,8a7558242327fff,8a7558242af7fff,8a7558242a0ffff,8a7558242a2ffff,8a7558242b5ffff,8a7558242b0ffff,8a7558242b1ffff,8a7558242a37fff,8a7558242b8ffff,8a7558242aa7fff,8a7558242b9ffff,8a7558242b87fff,8a7558242bb7fff,8a755824285ffff,8a7558242847fff,8a7558242877fff,8a75582428e7fff,8a75582428f7fff,8a75582428d7fff,8a755824288ffff"
