origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,cluster
57680159,41273128#1,"57680159,-57680159,39353757#18,39353757#19,174907149,563297843,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,-145622122#2,213840998,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",6.290202767016377,4595.174873847353,41.36329411764706,15.62363583202594,39.99600000000001,0.3279697458894582,0.0,0.0,0.0,0.2899386095110455,0.2618360615110687,0.0061533115576558,0.4420720174202298,0.0,3.9171523378672486,0.4352391486519165,0.0,115.47279754602005,1.088097871629791,0.2176195743259582,1.9305172401642776,101.312252807048,11.09859829062387,2
57680159,41273128#1,"57680159,-57680159,39353757#18,174375411#0,174375411#1,39353757#0,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,979842178#4,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,41231515#0,41273130,1020092138,41273128#1",6.125625248766279,4507.87382017494,40.37538461538462,15.077446777865497,39.99600000000001,0.3267824904939156,0.0,0.0,0.0,0.2880148298890849,0.172063349521591,0.0062724787313584,0.5336493418579658,0.0,3.993013273672656,0.443668141519184,0.0,115.0054059931958,1.10917035379796,0.221834070759592,1.89384046641225,89.15817523397757,11.535371679498784,2
57680159,41273128#1,"57680159,-57680159,57680181#0,57680181#1,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,-145622122#2,213840998,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,41231706#0,-41231706#0,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",6.519054307632624,4738.842009394468,40.934037735849046,15.475743195726892,39.99600000000001,0.3180267104718089,0.0,0.0,0.0,0.2811485613451882,0.1636770897156586,0.0059667620495978,0.5492075868895552,0.0,3.79839630954484,0.4220440343938711,0.0,115.94521043263698,1.0551100859846778,0.2110220171969355,1.9908744386676955,91.95718915046557,11.184166911437584,2
57680159,41273128#1,"57680159,-57680159,57680181#0,57680181#1,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,41231515#0,41273130,1020092138,41273128#1",6.2835884340403885,4566.901696250198,40.79088000000001,15.232465415630111,39.99600000000001,0.3225587787445961,0.0,0.0,0.0,0.2842921958546171,0.1698394054237809,0.0061914060212662,0.5396769927003354,0.0,3.9414029898606047,0.4379336655400672,0.0,115.33344648664834,1.094834163850168,0.2189668327700336,1.9186391597246888,93.75842647861984,10.94834163850168,2
57680159,41273128#1,"57680159,-57680159,39353757#18,39353757#19,174907149,57680093,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,979842178#4,979842178#5,79116530#0,79116530#1,79116549#0,79116549#1,-79116549#1,-79116549#0,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",6.550355140723062,4755.2771858916485,39.80879999999999,14.84477508081548,39.99600000000001,0.3097809394076095,0.0,0.0,0.0,0.2730302484429617,0.2510490012650658,0.0059461397423025,0.4699746105496699,0.0,7.149951237516507,0.8411707338254714,0.0,111.61344622008868,1.8926341511073104,0.2102926834563678,1.997779157735848,96.11215164945024,11.566097590100233,2
57680159,41273128#1,"57680159,-57680159,39353757#18,174375411#0,174375411#1,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",6.252455981059197,4552.996537324248,40.79088000000001,15.232465415630111,39.99600000000001,0.3235438950399052,0.0,0.0,0.0,0.285160443421326,0.1703581064385844,0.0062103149934113,0.5382711351466781,0.0,3.953440300786705,0.4392711445318561,0.0,115.3637198317755,1.0981778613296402,0.219635572265928,1.912797347438817,93.19475236636296,10.981778613296402,2
57680159,41273128#1,"57680159,-57680159,39353757#18,39353757#19,174907149,563297843,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,-145622122#2,213840998,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,-1157449878#0,1157449878#0,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",7.342503687384525,5153.00170342975,40.934037735849046,15.475743195726892,39.99600000000001,0.2924661046958812,0.0,0.0,0.0,0.2585519450724472,0.2334915763994402,0.0054871983919343,0.5024692801361781,0.0,3.4931096545183573,0.3881232949464842,0.0,114.89735623131143,0.9703082373662104,0.1940616474732421,2.1648705218345694,105.7771576786846,10.28526731608183,2
57680159,41273128#1,"57680159,-57680159,57680181#0,57680181#1,-39353757#0,57680128,-563297843,563297843,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,979842178#4,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,41231515#0,41273130,1020092138,41273128#1",6.029066625316899,4454.977325548762,40.37538461538462,15.077446777865497,39.99600000000001,0.3306625659666256,0.0,0.0,0.0,0.2914345947471722,0.1783150880469321,0.0063469554600284,0.5239033617458672,0.0,4.04042460480599,0.4489360672006655,0.0,115.4517809537067,1.1223401680016638,0.2244680336003327,1.8716176788963104,91.24438075095442,11.672337747217304,2
57680159,41273128#1,"57680159,-57680159,57680181#0,57680181#1,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,979842178#5,79116530#0,79116530#1,79116549#0,-79116549#0,79116530#2,79116557#0,79116557#1,23881170,1020078542,1157449878#1,41231515#0,-41231515#0,-1157449879,1020092137#1,-41273130,41273130,1020092138,41273128#1",7.399294716553395,5210.373282054264,39.633428571428574,14.767632033799948,39.99600000000001,0.2827233585859898,0.0,0.0,0.0,0.2491826288052931,0.1488645489933464,0.0054267786836083,0.5965260435177517,0.0,3.838496575453557,0.5757744863180335,0.0,113.40771415951812,1.3434738014087448,0.1919248287726778,2.1889733742114004,90.59924044144354,10.74779041126996,2
57680159,41273128#1,"57680159,-57680159,39353757#18,174375411#0,174375411#1,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,561133137,563273548,-57680132#1,-57680132#0,57680179#0,57680179#1,57680179#2,57680179#3,-979838980#6,-979838980#5,-979838980#4,-979838980#3,-979838980#2,-979838980#1,-979838980#0,-563298888,213840999,979842179,226068307,979842178#0,979842178#1,979842178#2,979842178#3,41231717,979842178#5,79116530#0,79116530#1,79116530#2,79116557#0,79116557#1,79116557#2,1020078538,1020078537#1,41231757,-41231757,1157449878#0,1157449878#1,-1157449879,1020092137#1,1020092138,41273128#1",6.806182237580525,4842.442551126243,40.36133333333333,14.917633481194173,39.99600000000001,0.2920475581969171,0.0,0.0,0.0,0.2681156250737928,0.160175337245786,0.0058391075086927,0.5658699301717283,0.0,3.7171323789507023,0.4130147087723002,0.0,115.03430210239566,1.0325367719307506,0.2065073543861501,2.0343989262866176,90.55058724167486,11.151397136852106,2
